timestamp,building_id,meter_reading,site_id,outdoor_temperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,hour,day_of_week,month,is_weekend,energy
2016-01-02 20:00:00,Rat_office_Adele,618.94,Rat,6.1,0.0,-3.9,0.0,,1017.1,230.0,1.5,20,5,1,1,618.94
2016-01-02 21:00:00,Rat_office_Adele,635.47,Rat,5.6,0.0,-3.3,0.0,,1016.7,220.0,2.1,21,5,1,1,635.47
2016-01-02 22:00:00,Rat_office_Adele,652.37,Rat,5.0,0.0,-2.2,0.0,,1016.6,240.0,2.1,22,5,1,1,652.37
2016-01-02 23:00:00,Rat_office_Adele,661.2,Rat,4.4,0.0,-1.7,0.0,,1016.6,0.0,0.0,23,5,1,1,661.2
2016-01-03 00:00:00,Rat_office_Adele,672.09,Rat,3.3,0.0,0.0,0.0,,1016.3,190.0,1.5,0,6,1,1,672.09
2016-01-03 01:00:00,Rat_office_Adele,660.93,Rat,2.8,0.0,-0.6,0.0,,1015.4,170.0,2.1,1,6,1,1,660.93
2016-01-03 02:00:00,Rat_office_Adele,666.81,Rat,2.2,0.0,-1.7,0.0,,1014.8,0.0,0.0,2,6,1,1,666.81
2016-01-03 03:00:00,Rat_office_Adele,675.32,Rat,1.1,0.0,-1.7,0.0,,1014.8,220.0,2.1,3,6,1,1,675.32
2016-01-03 04:00:00,Rat_office_Adele,679.99,Rat,0.0,0.0,-2.2,0.0,,1014.2,210.0,3.1,4,6,1,1,679.99
2016-01-03 05:00:00,Rat_office_Adele,663.42,Rat,1.1,2.0,-1.1,0.0,,1013.5,180.0,1.5,5,6,1,1,663.42
2016-01-03 06:00:00,Rat_office_Adele,699.55,Rat,0.0,0.0,-2.8,0.0,,1013.2,200.0,3.6,6,6,1,1,699.55
2016-01-03 07:00:00,Rat_office_Adele,724.4,Rat,1.1,2.0,-2.2,0.0,,1013.3,250.0,1.5,7,6,1,1,724.4
2016-01-03 08:00:00,Rat_office_Adele,729.43,Rat,0.0,2.0,-3.3,0.0,,1013.5,220.0,3.1,8,6,1,1,729.43
2016-01-03 09:00:00,Rat_office_Adele,692.11,Rat,1.7,2.0,-1.1,0.0,,1013.8,190.0,2.6,9,6,1,1,692.11
2016-01-03 10:00:00,Rat_office_Adele,655.79,Rat,3.9,2.0,-2.2,0.0,,1013.8,200.0,3.1,10,6,1,1,655.79
2016-01-03 11:00:00,Rat_office_Adele,656.31,Rat,5.6,4.0,-0.6,0.0,,1013.2,140.0,2.1,11,6,1,1,656.31
2016-01-03 12:00:00,Rat_office_Adele,652.42,Rat,7.8,4.0,-0.6,0.0,,1012.2,170.0,2.6,12,6,1,1,652.42
2016-01-03 13:00:00,Rat_office_Adele,648.67,Rat,9.4,4.0,0.0,0.0,,1011.3,170.0,5.1,13,6,1,1,648.67
2016-01-03 14:00:00,Rat_office_Adele,623.78,Rat,10.6,4.0,-3.3,0.0,,1010.5,160.0,2.6,14,6,1,1,623.78
2016-01-03 15:00:00,Rat_office_Adele,596.73,Rat,11.7,4.0,-5.0,0.0,,1010.5,90.0,1.5,15,6,1,1,596.73
2016-01-03 16:00:00,Rat_office_Adele,598.05,Rat,11.1,4.0,-2.8,0.0,,1010.8,10.0,4.1,16,6,1,1,598.05
2016-01-03 17:00:00,Rat_office_Adele,589.28,Rat,9.4,4.0,-4.4,0.0,,1011.6,330.0,4.1,17,6,1,1,589.28
2016-01-03 18:00:00,Rat_office_Adele,619.32,Rat,8.3,2.0,-3.3,0.0,,1013.2,350.0,8.8,18,6,1,1,619.32
2016-01-03 19:00:00,Rat_office_Adele,608.6,Rat,5.0,2.0,-3.9,0.0,,1015.0,350.0,8.8,19,6,1,1,608.6
2016-01-03 20:00:00,Rat_office_Adele,634.78,Rat,3.9,2.0,-3.9,0.0,,1015.3,360.0,6.7,20,6,1,1,634.78
2016-01-03 21:00:00,Rat_office_Adele,658.1,Rat,3.3,2.0,-4.4,0.0,,1015.8,350.0,4.1,21,6,1,1,658.1
2016-01-03 22:00:00,Rat_office_Adele,670.58,Rat,2.8,2.0,-4.4,0.0,,1016.0,350.0,3.6,22,6,1,1,670.58
2016-01-03 23:00:00,Rat_office_Adele,667.35,Rat,2.8,2.0,-4.4,0.0,,1015.8,340.0,3.6,23,6,1,1,667.35
2016-01-04 00:00:00,Rat_office_Adele,667.56,Rat,2.2,4.0,-4.4,0.0,,1015.6,340.0,3.6,0,0,1,0,667.56
2016-01-04 01:00:00,Rat_office_Adele,670.91,Rat,1.7,4.0,-4.4,0.0,,1015.1,330.0,3.1,1,0,1,0,670.91
2016-01-04 02:00:00,Rat_office_Adele,689.27,Rat,1.7,4.0,-4.4,0.0,,1014.9,330.0,2.1,2,0,1,0,689.27
2016-01-04 03:00:00,Rat_office_Adele,678.16,Rat,2.2,2.0,-5.0,0.0,,1014.9,340.0,2.1,3,0,1,0,678.16
2016-01-04 04:00:00,Rat_office_Adele,678.45,Rat,1.1,2.0,-4.4,0.0,,1015.2,330.0,3.6,4,0,1,0,678.45
2016-01-04 05:00:00,Rat_office_Adele,668.78,Rat,1.7,2.0,-4.4,0.0,,1015.6,340.0,4.6,5,0,1,0,668.78
2016-01-04 06:00:00,Rat_office_Adele,721.53,Rat,1.1,4.0,-5.6,0.0,,1016.6,340.0,4.1,6,0,1,0,721.53
2016-01-04 07:00:00,Rat_office_Adele,1004.04,Rat,1.1,6.0,-5.6,0.0,,1017.3,320.0,4.6,7,0,1,0,1004.04
2016-01-04 08:00:00,Rat_office_Adele,1094.68,Rat,1.7,6.0,-6.7,0.0,,1017.9,340.0,7.2,8,0,1,0,1094.68
2016-01-04 09:00:00,Rat_office_Adele,1107.71,Rat,0.6,4.0,-10.6,0.0,,1019.1,330.0,10.8,9,0,1,0,1107.71
2016-01-04 10:00:00,Rat_office_Adele,1067.62,Rat,1.1,6.0,-10.0,0.0,,1019.6,320.0,7.2,10,0,1,0,1067.62
2016-01-04 11:00:00,Rat_office_Adele,1060.68,Rat,2.2,2.0,-9.4,0.0,,1020.1,340.0,8.2,11,0,1,0,1060.68
2016-01-04 12:00:00,Rat_office_Adele,1041.45,Rat,2.8,4.0,-9.4,0.0,,1019.7,330.0,9.3,12,0,1,0,1041.45
2016-01-04 13:00:00,Rat_office_Adele,1024.72,Rat,2.2,4.0,-12.2,0.0,,1019.5,330.0,10.3,13,0,1,0,1024.72
2016-01-04 14:00:00,Rat_office_Adele,996.43,Rat,3.3,4.0,-12.2,0.0,,1019.4,340.0,9.3,14,0,1,0,996.43
2016-01-04 15:00:00,Rat_office_Adele,979.59,Rat,2.8,4.0,-12.2,0.0,,1020.1,350.0,10.3,15,0,1,0,979.59
2016-01-04 16:00:00,Rat_office_Adele,955.67,Rat,1.1,6.0,-13.3,0.0,,1021.5,330.0,8.2,16,0,1,0,955.67
2016-01-04 17:00:00,Rat_office_Adele,947.88,Rat,0.0,6.0,-13.9,0.0,,1022.7,360.0,10.8,17,0,1,0,947.88
2016-01-04 18:00:00,Rat_office_Adele,941.05,Rat,-0.6,2.0,-15.0,0.0,,1024.2,320.0,7.7,18,0,1,0,941.05
2016-01-04 19:00:00,Rat_office_Adele,750.09,Rat,-1.1,2.0,-15.0,0.0,,1025.5,340.0,9.3,19,0,1,0,750.09
2016-01-04 20:00:00,Rat_office_Adele,761.21,Rat,-2.2,2.0,-15.0,0.0,,1026.6,350.0,10.8,20,0,1,0,761.21
2016-01-04 21:00:00,Rat_office_Adele,709.86,Rat,-2.8,2.0,-14.4,0.0,,1027.5,10.0,9.3,21,0,1,0,709.86
2016-01-04 22:00:00,Rat_office_Adele,717.5,Rat,-3.3,2.0,-15.6,0.0,,1028.9,350.0,8.8,22,0,1,0,717.5
2016-01-04 23:00:00,Rat_office_Adele,718.49,Rat,-4.4,0.0,-15.6,0.0,,1030.2,360.0,8.2,23,0,1,0,718.49
2016-01-05 00:00:00,Rat_office_Adele,727.05,Rat,-5.6,0.0,-16.7,0.0,,1031.3,10.0,10.8,0,1,1,0,727.05
2016-01-05 01:00:00,Rat_office_Adele,732.69,Rat,-6.7,0.0,-17.2,0.0,,1032.0,350.0,10.3,1,1,1,0,732.69
2016-01-05 02:00:00,Rat_office_Adele,733.13,Rat,-7.2,0.0,-17.2,0.0,,1032.9,350.0,9.3,2,1,1,0,733.13
2016-01-05 03:00:00,Rat_office_Adele,771.47,Rat,-8.3,0.0,-17.8,0.0,,1033.7,350.0,8.2,3,1,1,0,771.47
2016-01-05 04:00:00,Rat_office_Adele,734.19,Rat,-8.3,0.0,-17.2,0.0,,1033.9,340.0,9.8,4,1,1,0,734.19
2016-01-05 05:00:00,Rat_office_Adele,770.67,Rat,-8.9,0.0,-17.2,0.0,,1034.5,350.0,6.7,5,1,1,0,770.67
2016-01-05 06:00:00,Rat_office_Adele,796.08,Rat,-8.9,0.0,-16.7,0.0,,1035.3,340.0,6.7,6,1,1,0,796.08
2016-01-05 07:00:00,Rat_office_Adele,1129.09,Rat,-8.9,0.0,-16.7,0.0,,1036.0,340.0,7.2,7,1,1,0,1129.09
2016-01-05 08:00:00,Rat_office_Adele,1211.61,Rat,-8.3,0.0,-16.1,0.0,,1036.9,340.0,5.7,8,1,1,0,1211.61
2016-01-05 09:00:00,Rat_office_Adele,1153.33,Rat,-7.2,0.0,-16.1,0.0,,1037.6,360.0,6.7,9,1,1,0,1153.33
2016-01-05 10:00:00,Rat_office_Adele,1132.94,Rat,-5.6,0.0,-16.1,0.0,,1038.6,360.0,4.6,10,1,1,0,1132.94
2016-01-05 11:00:00,Rat_office_Adele,1105.65,Rat,-3.9,0.0,-16.1,0.0,,1039.0,340.0,4.6,11,1,1,0,1105.65
2016-01-05 12:00:00,Rat_office_Adele,1104.37,Rat,-2.2,0.0,-15.6,0.0,,1038.6,330.0,3.6,12,1,1,0,1104.37
2016-01-05 13:00:00,Rat_office_Adele,1097.59,Rat,-1.1,0.0,-16.1,0.0,,1037.8,350.0,2.6,13,1,1,0,1097.59
2016-01-05 14:00:00,Rat_office_Adele,1071.6,Rat,0.6,0.0,-15.6,0.0,,1037.1,330.0,3.6,14,1,1,0,1071.6
2016-01-05 15:00:00,Rat_office_Adele,1011.51,Rat,0.6,0.0,-15.6,0.0,,1036.9,320.0,3.1,15,1,1,0,1011.51
2016-01-05 16:00:00,Rat_office_Adele,961.08,Rat,0.6,0.0,-16.1,0.0,,1037.4,320.0,1.5,16,1,1,0,961.08
2016-01-05 17:00:00,Rat_office_Adele,950.66,Rat,0.0,0.0,-16.1,0.0,,1037.6,310.0,1.5,17,1,1,0,950.66
2016-01-05 18:00:00,Rat_office_Adele,952.81,Rat,-0.6,0.0,-15.0,0.0,,1037.9,310.0,3.6,18,1,1,0,952.81
2016-01-05 19:00:00,Rat_office_Adele,779.47,Rat,-1.1,0.0,-14.4,0.0,,1038.4,310.0,3.6,19,1,1,0,779.47
2016-01-05 20:00:00,Rat_office_Adele,762.71,Rat,-2.2,0.0,-14.4,0.0,,1038.5,340.0,2.6,20,1,1,0,762.71
2016-01-05 21:00:00,Rat_office_Adele,722.15,Rat,-2.2,0.0,-14.4,0.0,,1038.4,340.0,2.6,21,1,1,0,722.15
2016-01-05 22:00:00,Rat_office_Adele,725.0,Rat,-2.2,0.0,-13.3,0.0,,1038.1,0.0,0.0,22,1,1,0,725.0
2016-01-05 23:00:00,Rat_office_Adele,691.39,Rat,-2.8,0.0,-12.2,0.0,,1037.9,240.0,1.5,23,1,1,0,691.39
2016-01-06 00:00:00,Rat_office_Adele,727.85,Rat,-2.8,0.0,-11.1,0.0,,1037.7,0.0,0.0,0,2,1,0,727.85
2016-01-06 01:00:00,Rat_office_Adele,693.45,Rat,-4.4,0.0,-10.0,0.0,,1037.4,0.0,0.0,1,2,1,0,693.45
2016-01-06 02:00:00,Rat_office_Adele,735.9,Rat,-5.6,0.0,-10.6,0.0,,1037.4,240.0,1.5,2,2,1,0,735.9
2016-01-06 03:00:00,Rat_office_Adele,710.52,Rat,-5.6,0.0,-10.6,0.0,,1037.4,240.0,2.1,3,2,1,0,710.52
2016-01-06 04:00:00,Rat_office_Adele,742.24,Rat,-5.6,0.0,-10.0,0.0,,1037.1,220.0,1.5,4,2,1,0,742.24
2016-01-06 05:00:00,Rat_office_Adele,694.44,Rat,-5.6,0.0,-11.1,0.0,,1036.9,0.0,0.0,5,2,1,0,694.44
2016-01-06 06:00:00,Rat_office_Adele,791.23,Rat,-6.1,0.0,-10.0,0.0,,1037.1,250.0,1.5,6,2,1,0,791.23
2016-01-06 07:00:00,Rat_office_Adele,1071.33,Rat,-5.6,0.0,-10.6,0.0,,1036.8,350.0,1.5,7,2,1,0,1071.33
2016-01-06 08:00:00,Rat_office_Adele,1171.93,Rat,-5.0,0.0,-8.9,0.0,,1036.6,40.0,2.1,8,2,1,0,1171.93
2016-01-06 09:00:00,Rat_office_Adele,1144.7,Rat,-3.3,4.0,-7.8,0.0,,1036.7,70.0,1.5,9,2,1,0,1144.7
2016-01-06 10:00:00,Rat_office_Adele,1110.06,Rat,-2.2,2.0,-8.3,0.0,,1037.0,160.0,1.5,10,2,1,0,1110.06
2016-01-06 11:00:00,Rat_office_Adele,1059.42,Rat,0.0,0.0,-10.6,0.0,,1036.4,160.0,3.1,11,2,1,0,1059.42
2016-01-06 12:00:00,Rat_office_Adele,1045.26,Rat,1.1,0.0,-13.3,0.0,,1035.1,180.0,3.1,12,2,1,0,1045.26
2016-01-06 13:00:00,Rat_office_Adele,1041.18,Rat,2.8,0.0,-15.6,0.0,,1033.8,180.0,3.1,13,2,1,0,1041.18
2016-01-06 14:00:00,Rat_office_Adele,1027.05,Rat,3.3,0.0,-13.3,0.0,,1032.9,190.0,3.1,14,2,1,0,1027.05
2016-01-06 15:00:00,Rat_office_Adele,958.93,Rat,4.4,2.0,-10.6,0.0,,1032.4,170.0,2.6,15,2,1,0,958.93
2016-01-06 16:00:00,Rat_office_Adele,923.72,Rat,4.4,2.0,-11.1,0.0,,1031.8,190.0,2.1,16,2,1,0,923.72
2016-01-06 17:00:00,Rat_office_Adele,922.88,Rat,3.3,2.0,-12.2,0.0,,1031.5,210.0,1.5,17,2,1,0,922.88
2016-01-06 18:00:00,Rat_office_Adele,908.28,Rat,3.3,2.0,-8.9,0.0,,1031.3,200.0,1.5,18,2,1,0,908.28
2016-01-06 19:00:00,Rat_office_Adele,746.22,Rat,1.7,2.0,-6.7,0.0,,1031.9,170.0,2.1,19,2,1,0,746.22
2016-01-06 20:00:00,Rat_office_Adele,743.46,Rat,2.2,2.0,-6.7,0.0,,1031.7,120.0,1.5,20,2,1,0,743.46
2016-01-06 21:00:00,Rat_office_Adele,709.44,Rat,2.2,2.0,-7.2,0.0,,1031.5,0.0,0.0,21,2,1,0,709.44
2016-01-06 22:00:00,Rat_office_Adele,669.57,Rat,2.2,6.0,-5.0,0.0,,1031.2,110.0,1.5,22,2,1,0,669.57
2016-01-06 23:00:00,Rat_office_Adele,674.45,Rat,2.8,4.0,-5.6,0.0,,1030.7,120.0,1.5,23,2,1,0,674.45
2016-01-07 00:00:00,Rat_office_Adele,678.37,Rat,2.2,4.0,-5.0,0.0,,1030.0,0.0,0.0,0,3,1,0,678.37
2016-01-07 01:00:00,Rat_office_Adele,674.08,Rat,1.7,6.0,-3.3,0.0,,1029.2,0.0,0.0,1,3,1,0,674.08
2016-01-07 02:00:00,Rat_office_Adele,688.79,Rat,1.1,6.0,-2.8,0.0,,1029.0,50.0,1.5,2,3,1,0,688.79
2016-01-07 03:00:00,Rat_office_Adele,685.39,Rat,1.7,6.0,-2.8,0.0,,1029.0,50.0,1.5,3,3,1,0,685.39
2016-01-07 04:00:00,Rat_office_Adele,674.12,Rat,1.7,8.0,-2.2,0.0,,1028.3,0.0,0.0,4,3,1,0,674.12
2016-01-07 05:00:00,Rat_office_Adele,659.15,Rat,2.2,8.0,-2.2,0.0,,1028.0,70.0,1.5,5,3,1,0,659.15
2016-01-07 06:00:00,Rat_office_Adele,710.27,Rat,2.8,8.0,-2.2,0.0,,1027.9,0.0,0.0,6,3,1,0,710.27
2016-01-07 07:00:00,Rat_office_Adele,989.63,Rat,2.8,8.0,-1.7,0.0,,1027.5,0.0,0.0,7,3,1,0,989.63
2016-01-07 08:00:00,Rat_office_Adele,1055.09,Rat,2.8,8.0,-1.7,0.0,,1027.8,60.0,2.1,8,3,1,0,1055.09
2016-01-07 09:00:00,Rat_office_Adele,1082.31,Rat,3.9,8.0,-0.6,0.0,,1027.9,0.0,0.0,9,3,1,0,1082.31
2016-01-07 10:00:00,Rat_office_Adele,1105.74,Rat,3.3,8.0,1.1,0.0,,1027.8,0.0,0.0,10,3,1,0,1105.74
2016-01-07 11:00:00,Rat_office_Adele,1071.02,Rat,3.9,8.0,1.1,0.0,,1027.8,20.0,1.5,11,3,1,0,1071.02
2016-01-07 12:00:00,Rat_office_Adele,1047.93,Rat,4.4,8.0,1.7,0.0,,1025.8,0.0,0.0,12,3,1,0,1047.93
2016-01-07 13:00:00,Rat_office_Adele,1027.8,Rat,5.0,8.0,2.2,0.0,,1024.8,40.0,2.1,13,3,1,0,1027.8
2016-01-07 14:00:00,Rat_office_Adele,980.79,Rat,5.0,8.0,2.2,0.0,,1024.4,0.0,0.0,14,3,1,0,980.79
2016-01-07 15:00:00,Rat_office_Adele,1023.72,Rat,5.6,8.0,2.8,0.0,,1023.9,0.0,0.0,15,3,1,0,1023.72
2016-01-07 16:00:00,Rat_office_Adele,986.38,Rat,5.6,8.0,2.8,0.0,,1024.0,0.0,0.0,16,3,1,0,986.38
2016-01-07 17:00:00,Rat_office_Adele,962.88,Rat,6.1,8.0,2.8,0.0,,1024.2,50.0,2.1,17,3,1,0,962.88
2016-01-07 18:00:00,Rat_office_Adele,954.07,Rat,6.1,8.0,2.8,0.0,,1023.9,70.0,2.6,18,3,1,0,954.07
2016-01-07 19:00:00,Rat_office_Adele,769.24,Rat,5.6,8.0,3.3,0.0,,1023.8,70.0,2.1,19,3,1,0,769.24
2016-01-07 20:00:00,Rat_office_Adele,701.99,Rat,5.6,8.0,3.3,0.0,,1024.0,90.0,2.1,20,3,1,0,701.99
2016-01-07 21:00:00,Rat_office_Adele,713.92,Rat,5.0,8.0,3.3,0.0,,1023.7,50.0,2.1,21,3,1,0,713.92
2016-01-07 22:00:00,Rat_office_Adele,643.29,Rat,5.0,8.0,2.8,0.0,,1022.8,60.0,4.6,22,3,1,0,643.29
2016-01-07 23:00:00,Rat_office_Adele,680.22,Rat,4.4,8.0,2.8,0.0,,1022.8,50.0,2.6,23,3,1,0,680.22
2016-01-08 00:00:00,Rat_office_Adele,638.69,Rat,4.4,8.0,2.8,0.0,,1022.3,340.0,1.5,0,4,1,0,638.69
2016-01-08 01:00:00,Rat_office_Adele,683.04,Rat,4.4,8.0,3.3,0.0,,1022.1,350.0,2.6,1,4,1,0,683.04
2016-01-08 02:00:00,Rat_office_Adele,642.99,Rat,4.4,8.0,3.9,0.0,,1021.7,10.0,2.1,2,4,1,0,642.99
2016-01-08 03:00:00,Rat_office_Adele,667.99,Rat,4.4,8.0,3.3,0.0,,1021.7,10.0,3.1,3,4,1,0,667.99
2016-01-08 04:00:00,Rat_office_Adele,647.52,Rat,4.4,8.0,3.9,0.0,,1022.5,340.0,1.5,4,4,1,0,647.52
2016-01-08 05:00:00,Rat_office_Adele,667.4,Rat,4.4,8.0,3.3,0.0,,1022.0,40.0,3.1,5,4,1,0,667.4
2016-01-08 06:00:00,Rat_office_Adele,681.96,Rat,4.4,8.0,3.3,0.0,,1021.7,30.0,3.1,6,4,1,0,681.96
2016-01-08 07:00:00,Rat_office_Adele,925.72,Rat,4.4,8.0,3.3,0.0,,1021.7,50.0,2.1,7,4,1,0,925.72
2016-01-08 08:00:00,Rat_office_Adele,1040.51,Rat,4.4,8.0,3.3,0.0,,1021.7,50.0,2.6,8,4,1,0,1040.51
2016-01-08 09:00:00,Rat_office_Adele,1071.85,Rat,5.0,8.0,3.3,0.0,,1022.0,30.0,3.1,9,4,1,0,1071.85
2016-01-08 10:00:00,Rat_office_Adele,1069.52,Rat,5.0,8.0,3.9,-1.0,,1022.5,50.0,2.6,10,4,1,0,1069.52
2016-01-08 11:00:00,Rat_office_Adele,1053.27,Rat,5.0,8.0,4.4,-1.0,,1021.7,30.0,2.1,11,4,1,0,1053.27
2016-01-08 12:00:00,Rat_office_Adele,1022.72,Rat,5.6,8.0,5.0,-1.0,,1020.9,50.0,2.1,12,4,1,0,1022.72
2016-01-08 13:00:00,Rat_office_Adele,996.44,Rat,5.6,8.0,5.0,-1.0,-1.0,1020.4,40.0,2.6,13,4,1,0,996.44
2016-01-08 14:00:00,Rat_office_Adele,995.83,Rat,6.1,8.0,5.0,-1.0,-1.0,1020.2,50.0,2.6,14,4,1,0,995.83
2016-01-08 15:00:00,Rat_office_Adele,992.85,Rat,5.6,8.0,5.0,-1.0,-1.0,1020.2,60.0,2.6,15,4,1,0,992.85
2016-01-08 16:00:00,Rat_office_Adele,978.51,Rat,5.6,8.0,5.0,-1.0,-1.0,1020.1,50.0,3.1,16,4,1,0,978.51
